#,id,authors,year,title,venue,apa,doi,tags,catalog,synthetic,citable,doi_url
38,survey_rag_0312,Chen et al.,2018,Adaptive retrieval for vulnerability databases,USENIX Security,Chen et al. (2018). Adaptive retrieval for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
39,survey_rag_0042,Chen et al.,2018,Citation-grounded RAG for vulnerability databases,USENIX Security,Chen et al. (2018). Citation-grounded RAG for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
40,survey_rag_0102,Chen et al.,2018,Citation-grounded RAG for vulnerability databases,USENIX Security,Chen et al. (2018). Citation-grounded RAG for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
41,survey_rag_0162,Chen et al.,2018,Citation-grounded RAG for vulnerability databases,USENIX Security,Chen et al. (2018). Citation-grounded RAG for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
42,survey_rag_0222,Chen et al.,2018,Citation-grounded RAG for vulnerability databases,USENIX Security,Chen et al. (2018). Citation-grounded RAG for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
43,survey_rag_0282,Chen et al.,2018,Citation-grounded RAG for vulnerability databases,USENIX Security,Chen et al. (2018). Citation-grounded RAG for vulnerability databases. USENIX Security.,,"rag, hallucination",extended,true,false,
44,survey_hallucination_0003,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
45,survey_hallucination_0063,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
46,survey_hallucination_0123,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
47,survey_hallucination_0183,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
48,survey_hallucination_0243,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
49,survey_hallucination_0303,Edge et al.,2019,Detecting hallucinations in dialogue systems,ACL,Edge et al. (2019). Detecting hallucinations in dialogue systems. ACL.,,hallucination,extended,true,false,
50,survey_hallucination_0033,Edge et al.,2019,Groundedness scoring for dialogue systems,ACL,Edge et al. (2019). Groundedness scoring for dialogue systems. ACL.,,hallucination,extended,true,false,
51,survey_hallucination_0093,Edge et al.,2019,Groundedness scoring for dialogue systems,ACL,Edge et al. (2019). Groundedness scoring for dialogue systems. ACL.,,hallucination,extended,true,false,
52,survey_hallucination_0153,Edge et al.,2019,Groundedness scoring for dialogue systems,ACL,Edge et al. (2019). Groundedness scoring for dialogue systems. ACL.,,hallucination,extended,true,false,
53,survey_hallucination_0213,Edge et al.,2019,Groundedness scoring for dialogue systems,ACL,Edge et al. (2019). Groundedness scoring for dialogue systems. ACL.,,hallucination,extended,true,false,
54,survey_hallucination_0273,Edge et al.,2019,Groundedness scoring for dialogue systems,ACL,Edge et al. (2019). Groundedness scoring for dialogue systems. ACL.,,hallucination,extended,true,false,
55,edge2024graphrag,Edge et al.,2024,From local to global: A graph RAG approach to query-focused summarization,arXiv,Edge et al. (2024). From local to global: A graph RAG approach to query-focused summarization. arXiv. https://doi.org/10.48550/arXiv.2404.16130,10.48550/arXiv.2404.16130,"graphrag, kg, rag",core,false,true,https://doi.org/10.48550/arXiv.2404.16130
56,survey_graphrag_0001,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
57,survey_graphrag_0061,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
58,survey_graphrag_0121,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
59,survey_graphrag_0181,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
60,survey_graphrag_0241,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
61,survey_graphrag_0301,Gao et al.,2017,Graph-based retrieval augmentation for enterprise knowledge bases,ICLR,Gao et al. (2017). Graph-based retrieval augmentation for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
62,survey_graphrag_0031,Gao et al.,2017,Subgraph retrieval strategies for enterprise knowledge bases,ICLR,Gao et al. (2017). Subgraph retrieval strategies for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
63,survey_graphrag_0091,Gao et al.,2017,Subgraph retrieval strategies for enterprise knowledge bases,ICLR,Gao et al. (2017). Subgraph retrieval strategies for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
64,survey_graphrag_0151,Gao et al.,2017,Subgraph retrieval strategies for enterprise knowledge bases,ICLR,Gao et al. (2017). Subgraph retrieval strategies for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
65,survey_graphrag_0211,Gao et al.,2017,Subgraph retrieval strategies for enterprise knowledge bases,ICLR,Gao et al. (2017). Subgraph retrieval strategies for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
66,survey_graphrag_0271,Gao et al.,2017,Subgraph retrieval strategies for enterprise knowledge bases,ICLR,Gao et al. (2017). Subgraph retrieval strategies for enterprise knowledge bases. ICLR.,,graphrag,extended,true,false,
67,gao2024ragsurvey,Gao et al.,2024,Retrieval-augmented generation for large language models: A survey,arXiv,Gao et al. (2024). Retrieval-augmented generation for large language models: A survey. arXiv. https://doi.org/10.48550/arXiv.2312.10997,10.48550/arXiv.2312.10997,"rag, hallucination",core,false,true,https://doi.org/10.48550/arXiv.2312.10997
68,survey_hallucination_0057,Garcia et al.,2023,Domain-specific hallucination risks in email security gateways,WSDM,Garcia et al. (2023). Domain-specific hallucination risks in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
69,survey_hallucination_0117,Garcia et al.,2023,Domain-specific hallucination risks in email security gateways,WSDM,Garcia et al. (2023). Domain-specific hallucination risks in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
70,survey_hallucination_0177,Garcia et al.,2023,Domain-specific hallucination risks in email security gateways,WSDM,Garcia et al. (2023). Domain-specific hallucination risks in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
71,survey_hallucination_0237,Garcia et al.,2023,Domain-specific hallucination risks in email security gateways,WSDM,Garcia et al. (2023). Domain-specific hallucination risks in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
72,survey_hallucination_0297,Garcia et al.,2023,Domain-specific hallucination risks in email security gateways,WSDM,Garcia et al. (2023). Domain-specific hallucination risks in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
73,survey_hallucination_0027,Garcia et al.,2023,Self-critique methods against hallucination in email security gateways,WSDM,Garcia et al. (2023). Self-critique methods against hallucination in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
74,survey_hallucination_0087,Garcia et al.,2023,Self-critique methods against hallucination in email security gateways,WSDM,Garcia et al. (2023). Self-critique methods against hallucination in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
75,survey_hallucination_0147,Garcia et al.,2023,Self-critique methods against hallucination in email security gateways,WSDM,Garcia et al. (2023). Self-critique methods against hallucination in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
76,survey_hallucination_0207,Garcia et al.,2023,Self-critique methods against hallucination in email security gateways,WSDM,Garcia et al. (2023). Self-critique methods against hallucination in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
77,survey_hallucination_0267,Garcia et al.,2023,Self-critique methods against hallucination in email security gateways,WSDM,Garcia et al. (2023). Self-critique methods against hallucination in email security gateways. WSDM.,,"hallucination, rag",extended,true,false,
78,survey_cti_0034,Guo et al.,2020,CVE/CWE grounding for code assistants,EMNLP,Guo et al. (2020). CVE/CWE grounding for code assistants. EMNLP.,,cti,extended,true,false,
79,survey_cti_0094,Guo et al.,2020,CVE/CWE grounding for code assistants,EMNLP,Guo et al. (2020). CVE/CWE grounding for code assistants. EMNLP.,,cti,extended,true,false,
80,survey_cti_0154,Guo et al.,2020,CVE/CWE grounding for code assistants,EMNLP,Guo et al. (2020). CVE/CWE grounding for code assistants. EMNLP.,,cti,extended,true,false,
81,survey_cti_0214,Guo et al.,2020,CVE/CWE grounding for code assistants,EMNLP,Guo et al. (2020). CVE/CWE grounding for code assistants. EMNLP.,,cti,extended,true,false,
82,survey_cti_0274,Guo et al.,2020,CVE/CWE grounding for code assistants,EMNLP,Guo et al. (2020). CVE/CWE grounding for code assistants. EMNLP.,,cti,extended,true,false,
83,survey_cti_0004,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
84,survey_cti_0064,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
85,survey_cti_0124,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
86,survey_cti_0184,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
87,survey_cti_0244,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
88,survey_cti_0304,Guo et al.,2020,Cyber threat intelligence extraction for code assistants,EMNLP,Guo et al. (2020). Cyber threat intelligence extraction for code assistants. EMNLP.,,cti,extended,true,false,
89,guo2024lightrag,Guo et al.,2024,Lightrag: Simple and fast retrieval-augmented generation,arXiv,Guo et al. (2024). Lightrag: Simple and fast retrieval-augmented generation. arXiv. https://doi.org/10.48550/arXiv.2410.05779,10.48550/arXiv.2410.05779,"rag, graphrag, kg",core,false,true,https://doi.org/10.48550/arXiv.2410.05779
90,gutierrez2024hipporag,Gutiérrez et al.,2024,Hipporag: Neurobiologically inspired long-term memory for large language models,NeurIPS,Gutiérrez et al. (2024). Hipporag: Neurobiologically inspired long-term memory for large language models. NeurIPS. https://doi.org/10.48550/arXiv.2405.14831,10.48550/arXiv.2405.14831,"rag, kg, graphrag",core,false,true,https://doi.org/10.48550/arXiv.2405.14831
91,survey_graphrag_0007,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
92,survey_graphrag_0067,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
93,survey_graphrag_0127,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
94,survey_graphrag_0187,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
95,survey_graphrag_0247,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
96,survey_graphrag_0307,Huang et al.,2023,Community-level graphrag for financial risk reports,KDD,Huang et al. (2023). Community-level graphrag for financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
97,survey_graphrag_0037,Huang et al.,2023,Global sensemaking with graphrag on financial risk reports,KDD,Huang et al. (2023). Global sensemaking with graphrag on financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
98,survey_graphrag_0097,Huang et al.,2023,Global sensemaking with graphrag on financial risk reports,KDD,Huang et al. (2023). Global sensemaking with graphrag on financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
99,survey_graphrag_0157,Huang et al.,2023,Global sensemaking with graphrag on financial risk reports,KDD,Huang et al. (2023). Global sensemaking with graphrag on financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
100,survey_graphrag_0217,Huang et al.,2023,Global sensemaking with graphrag on financial risk reports,KDD,Huang et al. (2023). Global sensemaking with graphrag on financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
101,survey_graphrag_0277,Huang et al.,2023,Global sensemaking with graphrag on financial risk reports,KDD,Huang et al. (2023). Global sensemaking with graphrag on financial risk reports. KDD.,,"graphrag, kg",extended,true,false,
102,huang2025hallu,Huang et al.,2025,"A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions",ACM TOIS,"Huang et al. (2025). A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions. ACM TOIS. https://doi.org/10.1145/3703155",10.1145/3703155,"hallucination, rag",core,false,true,https://doi.org/10.1145/3703155
103,survey_rag_0006,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
104,survey_rag_0066,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
105,survey_rag_0126,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
106,survey_rag_0186,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
107,survey_rag_0246,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
108,survey_rag_0306,Ji et al.,2022,Dense passage retrieval in legal document analysis,SIGIR,Ji et al. (2022). Dense passage retrieval in legal document analysis. SIGIR.,,rag,extended,true,false,
109,survey_rag_0036,Ji et al.,2022,Query rewriting for RAG in legal document analysis,SIGIR,Ji et al. (2022). Query rewriting for RAG in legal document analysis. SIGIR.,,rag,extended,true,false,
110,survey_rag_0096,Ji et al.,2022,Query rewriting for RAG in legal document analysis,SIGIR,Ji et al. (2022). Query rewriting for RAG in legal document analysis. SIGIR.,,rag,extended,true,false,
111,survey_rag_0156,Ji et al.,2022,Query rewriting for RAG in legal document analysis,SIGIR,Ji et al. (2022). Query rewriting for RAG in legal document analysis. SIGIR.,,rag,extended,true,false,
112,survey_rag_0216,Ji et al.,2022,Query rewriting for RAG in legal document analysis,SIGIR,Ji et al. (2022). Query rewriting for RAG in legal document analysis. SIGIR.,,rag,extended,true,false,
113,survey_rag_0276,Ji et al.,2022,Query rewriting for RAG in legal document analysis,SIGIR,Ji et al. (2022). Query rewriting for RAG in legal document analysis. SIGIR.,,rag,extended,true,false,
114,ji2023survey,Ji et al.,2023,Survey of hallucination in natural language generation,ACM Computing Surveys,Ji et al. (2023). Survey of hallucination in natural language generation. ACM Computing Surveys. https://doi.org/10.1145/3571730,10.1145/3571730,hallucination,core,false,true,https://doi.org/10.1145/3571730
115,khraisat2019ids,Khraisat et al.,2019,"Survey of intrusion detection systems: Techniques, datasets and challenges",Cybersecurity,"Khraisat et al. (2019). Survey of intrusion detection systems: Techniques, datasets and challenges. Cybersecurity. https://doi.org/10.1186/s42400-019-0038-7",10.1186/s42400-019-0038-7,ids,core,false,true,https://doi.org/10.1186/s42400-019-0038-7
116,survey_graphrag_0013,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
117,survey_graphrag_0073,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
118,survey_graphrag_0133,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
119,survey_graphrag_0193,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
120,survey_graphrag_0253,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
121,survey_graphrag_0313,Kim et al.,2019,Entity-centric graph RAG in cloud security logs,NDSS,Kim et al. (2019). Entity-centric graph RAG in cloud security logs. NDSS.,,graphrag,extended,true,false,
122,survey_graphrag_0043,Kim et al.,2019,Lightweight graphrag architectures for cloud security logs,NDSS,Kim et al. (2019). Lightweight graphrag architectures for cloud security logs. NDSS.,,graphrag,extended,true,false,
123,survey_graphrag_0103,Kim et al.,2019,Lightweight graphrag architectures for cloud security logs,NDSS,Kim et al. (2019). Lightweight graphrag architectures for cloud security logs. NDSS.,,graphrag,extended,true,false,
124,survey_graphrag_0163,Kim et al.,2019,Lightweight graphrag architectures for cloud security logs,NDSS,Kim et al. (2019). Lightweight graphrag architectures for cloud security logs. NDSS.,,graphrag,extended,true,false,
125,survey_graphrag_0223,Kim et al.,2019,Lightweight graphrag architectures for cloud security logs,NDSS,Kim et al. (2019). Lightweight graphrag architectures for cloud security logs. NDSS.,,graphrag,extended,true,false,
126,survey_graphrag_0283,Kim et al.,2019,Lightweight graphrag architectures for cloud security logs,NDSS,Kim et al. (2019). Lightweight graphrag architectures for cloud security logs. NDSS.,,graphrag,extended,true,false,
127,survey_rag_0030,Lewis et al.,2016,Multi-hop retrieval augmentation for open-domain QA,NeurIPS,Lewis et al. (2016). Multi-hop retrieval augmentation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
128,survey_rag_0090,Lewis et al.,2016,Multi-hop retrieval augmentation for open-domain QA,NeurIPS,Lewis et al. (2016). Multi-hop retrieval augmentation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
129,survey_rag_0150,Lewis et al.,2016,Multi-hop retrieval augmentation for open-domain QA,NeurIPS,Lewis et al. (2016). Multi-hop retrieval augmentation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
130,survey_rag_0210,Lewis et al.,2016,Multi-hop retrieval augmentation for open-domain QA,NeurIPS,Lewis et al. (2016). Multi-hop retrieval augmentation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
131,survey_rag_0270,Lewis et al.,2016,Multi-hop retrieval augmentation for open-domain QA,NeurIPS,Lewis et al. (2016). Multi-hop retrieval augmentation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
132,survey_rag_0000,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
133,survey_rag_0060,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
134,survey_rag_0120,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
135,survey_rag_0180,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
136,survey_rag_0240,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
137,survey_rag_0300,Lewis et al.,2016,Retrieval-augmented generation for open-domain QA,NeurIPS,Lewis et al. (2016). Retrieval-augmented generation for open-domain QA. NeurIPS.,,"rag, hallucination",extended,true,false,
